,ticker,fiscal_year,current_liabilities,current_assets,fixed_assets,other_than_fixed_noncurrent_assets,equity,liabilities_and_equity,equity_attributable_to_parent,equity_attributable_to_noncontrolling_interest,assets,noncurrent_liabilities,liabilities,noncurrent_assets,commitments_and_contingencies,temporary_equity_attributable_to_parent,temporary_equity,redeemable_noncontrolling_interest_preferred,redeemable_noncontrolling_interest,redeemable_noncontrolling_interest_other,redeemable_noncontrolling_interest_common
0001703057:2021:FY,ABCL,2021,120676000.0,929800000.0,111616000.0,388769000.0,1025733000.0,1318569000.0,1025733000.0,0.0,1318569000.0,172160000.0,292836000.0,388769000.0,,,,,,,
0001144980:2011:FY,ABG,2011,636300000.0,792500000.0,510800000.0,116100000.0,326600000.0,1419400000.0,326600000.0,0.0,1419400000.0,456500000.0,1092800000.0,626900000.0,,,,,,,
0001144980:2012:FY,ABG,2012,779800000.0,986400000.0,565800000.0,109200000.0,402800000.0,1661400000.0,402800000.0,0.0,1661400000.0,478800000.0,1258600000.0,675000000.0,,,,,,,
0001144980:2013:FY,ABG,2013,834200000.0,1108600000.0,651500000.0,128500000.0,490600000.0,1888600000.0,490600000.0,0.0,1888600000.0,563800000.0,1398000000.0,780000000.0,,,,,,,
0001144980:2014:FY,ABG,2014,1041100000.0,1276700000.0,741600000.0,173700000.0,444900000.0,2192000000.0,444900000.0,0.0,2192000000.0,706000000.0,1747100000.0,915300000.0,,,,,,,
0001144980:2015:FY,ABG,2015,1007800000.0,1343000000.0,772800000.0,190100000.0,314500000.0,2305900000.0,314500000.0,0.0,2305900000.0,983600000.0,1991400000.0,962900000.0,,,,,,,
0001144980:2016:FY,ABG,2016,1104900000.0,1332400000.0,815400000.0,188300000.0,279700000.0,2336100000.0,279700000.0,0.0,2336100000.0,951500000.0,2056400000.0,1003700000.0,,,,,,,
0001144980:2017:FY,ABG,2017,1058200000.0,1302100000.0,834200000.0,220400000.0,394200000.0,2356700000.0,394200000.0,0.0,2356700000.0,904300000.0,1962500000.0,1054600000.0,,,,,,,
0001144980:2018:FY,ABG,2018,1303300000.0,1553000000.0,886100000.0,256300000.0,473200000.0,2695400000.0,473200000.0,0.0,2695400000.0,918900000.0,2222200000.0,1142400000.0,,,,,,,
0001144980:2019:FY,ABG,2019,1247000000.0,1602600000.0,909700000.0,399000000.0,646300000.0,2911300000.0,646300000.0,0.0,2911300000.0,1018000000.0,2265000000.0,1308700000.0,,,,,,,
0001144980:2020:FY,ABG,2020,1223400000.0,1405700000.0,956200000.0,1314400000.0,905500000.0,3676300000.0,905500000.0,0.0,3676300000.0,1547400000.0,2770800000.0,2270600000.0,,,,,,,
0001144980:2021:FY,ABG,2021,1598000000.0,1929400000.0,1990000000.0,4083200000.0,2115500000.0,8002600000.0,2115500000.0,0.0,8002600000.0,4289100000.0,5887100000.0,6073200000.0,,,,,,,
0000771497:2010:FY,ABM,2010,333851000.0,608756000.0,58088000.0,881826000.0,739025000.0,1548670000.0,739025000.0,0.0,1548670000.0,475794000.0,809645000.0,939914000.0,,,,,,,
0000771497:2011:FY,ABM,2011,443196000.0,733757000.0,60009000.0,1085832000.0,795886000.0,1879598000.0,795886000.0,0.0,1879598000.0,640516000.0,1083712000.0,1145841000.0,,,,,,,
0000771497:2012:FY,ABM,2012,473910000.0,767427000.0,59909000.0,1041915000.0,850398000.0,1869251000.0,850398000.0,0.0,1869251000.0,544943000.0,1018853000.0,1101824000.0,,,,,,,
0000771497:2013:FY,ABM,2013,508524000.0,864632000.0,77241000.0,1177363000.0,917507000.0,2119236000.0,917507000.0,0.0,2119236000.0,693205000.0,1201729000.0,1254604000.0,,,,,,,
0000771497:2014:FY,ABM,2014,526400000.0,927200000.0,83400000.0,1182300000.0,968800000.0,2192900000.0,968800000.0,0.0,2192900000.0,697700000.0,1224100000.0,1265700000.0,,,,,,,
0000771497:2015:FY,ABM,2015,568200000.0,947200000.0,74000000.0,1128600000.0,1007500000.0,2149800000.0,1007500000.0,0.0,2149800000.0,574100000.0,1142300000.0,1202600000.0,,,,,,,
0000771497:2016:FY,ABM,2016,599200000.0,993700000.0,81800000.0,1205700000.0,974000000.0,2281200000.0,974000000.0,0.0,2281200000.0,708000000.0,1307200000.0,1287500000.0,,,,,,,
0000771497:2017:FY,ABM,2017,757800000.0,1235500000.0,143100000.0,2434000000.0,1375700000.0,3812600000.0,1375700000.0,0.0,3812600000.0,1679100000.0,2436900000.0,2577100000.0,,,,,,,
0000771497:2018:FY,ABM,2018,792500000.0,1171000000.0,140100000.0,2316400000.0,1454600000.0,3627500000.0,1454600000.0,0.0,3627500000.0,1380400000.0,2172900000.0,2456500000.0,,,,,,,
0000771497:2019:FY,ABM,2019,902400000.0,1275400000.0,150300000.0,2266900000.0,1542000000.0,3692600000.0,1542000000.0,0.0,3692600000.0,1248200000.0,2150600000.0,2417200000.0,,,,,,,
0000771497:2020:FY,ABM,2020,986900000.0,1441900000.0,133700000.0,2201300000.0,1500300000.0,3776900000.0,1500300000.0,0.0,3776900000.0,1289700000.0,2276600000.0,2335000000.0,,,,,,,
0000771497:2021:FY,ABM,2021,1285800000.0,1401200000.0,111900000.0,2923100000.0,1609200000.0,4436200000.0,1609200000.0,0.0,4436200000.0,1541200000.0,2827000000.0,3035000000.0,,,,,,,
0000771497:2022:FY,ABM,2022,1353200000.0,1561200000.0,125400000.0,3182300000.0,1717200000.0,4868900000.0,1717200000.0,0.0,4868900000.0,1798500000.0,3151700000.0,3307700000.0,,,,,,,
0000815094:2012:FY,ABMD,2012,22415000.0,110539000.0,6378000.0,36994000.0,126297000.0,153911000.0,126297000.0,0.0,153911000.0,5199000.0,27614000.0,43372000.0,,,,,,,
0000815094:2013:FY,ABMD,2013,27056000.0,116605000.0,6549000.0,46845000.0,137080000.0,169999000.0,137080000.0,0.0,169999000.0,5863000.0,32919000.0,53394000.0,,,,,,,
0000815094:2014:FY,ABMD,2014,30411000.0,117966000.0,6889000.0,80552000.0,168353000.0,205407000.0,168353000.0,0.0,205407000.0,6643000.0,37054000.0,87441000.0,,,,,,,
0000815094:2015:FY,ABMD,2015,39319000.0,220139000.0,9127000.0,109101000.0,291560000.0,338367000.0,291560000.0,0.0,338367000.0,7488000.0,46807000.0,118228000.0,,,,,,,
0000815094:2016:FY,ABMD,2016,46541000.0,288392000.0,23184000.0,112355000.0,368775000.0,423931000.0,368775000.0,0.0,423931000.0,8615000.0,55156000.0,135539000.0,,,,,,,
0000815094:2017:FY,ABMD,2017,69617000.0,326958000.0,87777000.0,135679000.0,452071000.0,550414000.0,452071000.0,0.0,550414000.0,28726000.0,98343000.0,223456000.0,,,,,,,
0000815094:2018:FY,ABMD,2018,84682000.0,494271000.0,117167000.0,174937000.0,689524000.0,786375000.0,689524000.0,0.0,786375000.0,12169000.0,96851000.0,292104000.0,,,,,,,
0000815094:2019:FY,ABMD,2019,105998000.0,677197000.0,145005000.0,232144000.0,936890000.0,1054346000.0,936890000.0,0.0,1054346000.0,11458000.0,117456000.0,377149000.0,,,,,,,
0000815094:2020:FY,ABMD,2020,131885000.0,635863000.0,164931000.0,415668000.0,1065466000.0,1216462000.0,1065466000.0,0.0,1216462000.0,19111000.0,150996000.0,580599000.0,,,,,,,
0000815094:2021:FY,ABMD,2021,128969000.0,787965000.0,197129000.0,509265000.0,1329675000.0,1494359000.0,1329675000.0,0.0,1494359000.0,35715000.0,164684000.0,706394000.0,,,,,,,
0000815094:2022:FY,ABMD,2022,138457000.0,976473000.0,202490000.0,494430000.0,1503326000.0,1673393000.0,1503326000.0,0.0,1673393000.0,31610000.0,170067000.0,696920000.0,,,,,,,
0001559720:2021:FY,ABNB,2021,6359282000.0,12386380000.0,156585000.0,1165509000.0,4775713000.0,13708474000.0,4775713000.0,0.0,13708474000.0,2573479000.0,8932761000.0,1322094000.0,,0.0,0.0,,,,
0001253986:2011:FY,ABR,2011,1603653797.0,1776714330.0,,,173060533.0,1776714330.0,171126405.0,1934128.0,1776714330.0,0.0,1603653797.0,0.0,,,,,,,
0001253986:2012:FY,ABR,2012,1470620158.0,1701881280.0,,,231261122.0,1701881280.0,229329349.0,1931773.0,1701881280.0,0.0,1470620158.0,0.0,,,,,,,
0001253986:2013:FY,ABR,2013,1439876200.0,1877472482.0,,,437596282.0,1877472482.0,437596282.0,0.0,1877472482.0,0.0,1439876200.0,0.0,,,,,,,
0001253986:2014:FY,ABR,2014,1344967119.0,1880422590.0,,,535455471.0,1880422590.0,535455471.0,0.0,1880422590.0,0.0,1344967119.0,0.0,,,,,,,
0001253986:2015:FY,ABR,2015,1262301169.0,1827391944.0,,,565090775.0,1827391944.0,565090775.0,0.0,1827391944.0,0.0,1262301169.0,0.0,,,,,,,
0001253986:2016:FY,ABR,2016,2223748318.0,2970786246.0,,,747037928.0,2970786246.0,587140735.0,159897193.0,2970786246.0,0.0,2223748318.0,0.0,,,,,,,
0001253986:2017:FY,ABR,2017,2761389000.0,3625945000.0,,,864556000.0,3625945000.0,695825000.0,168731000.0,3625945000.0,0.0,2761389000.0,0.0,,,,,,,
0001253986:2018:FY,ABR,2018,3546609000.0,4612175000.0,,,1065566000.0,4612175000.0,895238000.0,170328000.0,4612175000.0,0.0,3546609000.0,0.0,,,,,,,
0001253986:2019:FY,ABR,2019,4883133000.0,6239160000.0,,,1356027000.0,6239160000.0,1184610000.0,171417000.0,6239160000.0,0.0,4883133000.0,0.0,,,,,,,
0001253986:2020:FY,ABR,2020,6178301000.0,7660986000.0,,,1482685000.0,7660986000.0,1344371000.0,138314000.0,7660986000.0,0.0,6178301000.0,0.0,,,,,,,
0001253986:2021:FY,ABR,2021,12523861000.0,15073845000.0,,,2549984000.0,15073845000.0,2418122000.0,131862000.0,15073845000.0,0.0,12523861000.0,0.0,,,,,,,
0001672688:2021:FY,ABSI,2021,33859000.0,273079000.0,,,366107000.0,426195000.0,366107000.0,0.0,426195000.0,26229000.0,60088000.0,153116000.0,,,0.0,0.0,0.0,,
0000001800:2011:FY,ABT,2011,15480228000.0,23768774000.0,7873955000.0,36508000000.0,24526145000.0,60276893000.0,24439833000.0,86312000.0,60276893000.0,20270520000.0,35750748000.0,36508000000.0,,,,,,,
0000001800:2012:FY,ABT,2012,13280176000.0,31322583000.0,8063047000.0,35912000000.0,26813232000.0,67234944000.0,26720961000.0,92271000.0,67234944000.0,27141536000.0,40421712000.0,35912000000.0,,,,,,,
0000001800:2013:FY,ABT,2013,9507000000.0,19247000000.0,5905000000.0,23705000000.0,25267000000.0,42953000000.0,25171000000.0,96000000.0,42953000000.0,8179000000.0,17686000000.0,23705000000.0,,,,,,,
0000001800:2014:FY,ABT,2014,10532000000.0,15261000000.0,5935000000.0,26014000000.0,21639000000.0,41275000000.0,21526000000.0,113000000.0,41275000000.0,9104000000.0,19636000000.0,26014000000.0,,,,,,,
0000001800:2015:FY,ABT,2015,9186000000.0,14155000000.0,5730000000.0,21362000000.0,21326000000.0,41247000000.0,21211000000.0,115000000.0,41247000000.0,10735000000.0,19921000000.0,27092000000.0,,,,,,,
0000001800:2016:FY,ABT,2016,6660000000.0,26776000000.0,5705000000.0,20185000000.0,20717000000.0,52666000000.0,20538000000.0,179000000.0,52666000000.0,25289000000.0,31949000000.0,25890000000.0,,,,,,,
0000001800:2017:FY,ABT,2017,8912000000.0,20147000000.0,7607000000.0,48496000000.0,31098000000.0,76250000000.0,30897000000.0,201000000.0,76250000000.0,36240000000.0,45152000000.0,56103000000.0,,,,,,,
0000001800:2018:FY,ABT,2018,9012000000.0,14632000000.0,7563000000.0,44978000000.0,30722000000.0,67173000000.0,30524000000.0,198000000.0,67173000000.0,27439000000.0,36451000000.0,52541000000.0,,,,,,,
0000001800:2019:FY,ABT,2019,10863000000.0,15667000000.0,8038000000.0,44182000000.0,31301000000.0,67887000000.0,31088000000.0,213000000.0,67887000000.0,25723000000.0,36586000000.0,52220000000.0,,,,,,,
0000001800:2020:FY,ABT,2020,11907000000.0,20441000000.0,9029000000.0,43078000000.0,33003000000.0,72548000000.0,32784000000.0,219000000.0,72548000000.0,27638000000.0,39545000000.0,52107000000.0,,,,,,,
0000001800:2021:FY,ABT,2021,13105000000.0,24239000000.0,8959000000.0,41998000000.0,36024000000.0,75196000000.0,35802000000.0,222000000.0,75196000000.0,26067000000.0,39172000000.0,50957000000.0,,,,,,,
0001642081:2015:FY,ABTX,2015,1826089000.0,2084579000.0,18471000.0,-18471000.0,258490000.0,2084579000.0,258490000.0,0.0,2084579000.0,0.0,1826089000.0,0.0,,,,,,,
0001642081:2016:FY,ABTX,2016,2171131000.0,2450948000.0,18340000.0,-18340000.0,279817000.0,2450948000.0,279817000.0,0.0,2450948000.0,0.0,2171131000.0,0.0,,,,,,,
0001642081:2017:FY,ABTX,2017,2553366000.0,2860231000.0,18477000.0,-18477000.0,306865000.0,2860231000.0,306865000.0,0.0,2860231000.0,0.0,2553366000.0,0.0,,,,,,,
0001642081:2018:FY,ABTX,2018,3952265000.0,4655249000.0,41717000.0,-41717000.0,702984000.0,4655249000.0,702984000.0,0.0,4655249000.0,0.0,3952265000.0,0.0,0.0,,,,,,
0001642081:2019:FY,ABTX,2019,4282789000.0,4992654000.0,66790000.0,-66790000.0,709865000.0,4992654000.0,709865000.0,0.0,4992654000.0,0.0,4282789000.0,0.0,0.0,,,,,,
0001642081:2020:FY,ABTX,2020,5291459000.0,6050128000.0,70685000.0,-70685000.0,758669000.0,6050128000.0,758669000.0,0.0,6050128000.0,0.0,5291459000.0,0.0,,,,,,,
0001642081:2021:FY,ABTX,2021,6288486000.0,7104954000.0,63708000.0,-63708000.0,816468000.0,7104954000.0,816468000.0,0.0,7104954000.0,0.0,6288486000.0,0.0,,,,,,,
0001447028:2015:FY,ABUS,2015,10578000.0,183882000.0,3183000.0,525226000.0,547679000.0,712291000.0,547679000.0,0.0,712291000.0,154034000.0,164612000.0,528409000.0,,,,,,,
0001447028:2016:FY,ABUS,2016,10585000.0,132564000.0,6945000.0,136410000.0,203005000.0,275919000.0,203005000.0,0.0,275919000.0,62329000.0,72914000.0,143355000.0,,,,,,,
0001447028:2017:FY,ABUS,2017,14627000.0,129366000.0,12183000.0,95612000.0,182473000.0,237161000.0,182473000.0,0.0,237161000.0,40061000.0,54688000.0,107795000.0,,,,,,,
0001447028:2018:FY,ABUS,2018,11239000.0,129229000.0,10145000.0,88531000.0,200234000.0,227905000.0,200234000.0,0.0,227905000.0,16432000.0,27671000.0,98676000.0,,,,,,,
0001447028:2019:FY,ABUS,2019,7828000.0,93828000.0,8676000.0,3031000.0,72744000.0,105535000.0,72744000.0,0.0,105535000.0,24963000.0,32791000.0,11707000.0,,,,,,,
0001447028:2020:FY,ABUS,2020,9541000.0,127704000.0,6927000.0,2449000.0,101966000.0,137080000.0,101966000.0,0.0,137080000.0,25573000.0,35114000.0,9376000.0,,,,,,,
0001447028:2021:FY,ABUS,2021,11221000.0,160661000.0,5983000.0,37841000.0,169439000.0,204485000.0,169439000.0,0.0,204485000.0,23825000.0,35046000.0,43824000.0,,,,,,,
0001642122:2015:FY,AC,2015,79461000.0,836748000.0,19000.0,-19000.0,751549000.0,836748000.0,749196000.0,2353000.0,836748000.0,0.0,79461000.0,0.0,,,5738000.0,,5738000.0,,
0001642122:2016:FY,AC,2016,74351000.0,952603000.0,55000.0,-55000.0,874022000.0,952603000.0,874022000.0,0.0,952603000.0,0.0,74351000.0,0.0,,,4230000.0,,4230000.0,,
0001642122:2017:FY,AC,2017,42538000.0,1006915000.0,39000.0,-39000.0,918147000.0,1006915000.0,918147000.0,0.0,1006915000.0,0.0,42538000.0,0.0,,,46230000.0,,46230000.0,,
0001642122:2018:FY,AC,2018,38385000.0,954433000.0,84000.0,-84000.0,866248000.0,954433000.0,866248000.0,0.0,954433000.0,0.0,38385000.0,0.0,,,49800000.0,,49800000.0,,
0001642122:2019:FY,AC,2019,63086000.0,1010906000.0,6600000.0,-6600000.0,897435000.0,1010906000.0,896432000.0,1003000.0,1010906000.0,0.0,63086000.0,0.0,,,50385000.0,,50385000.0,,
0001642122:2020:FY,AC,2020,66328000.0,1174545000.0,17530000.0,-17530000.0,901389000.0,1174545000.0,898938000.0,2451000.0,1174545000.0,0.0,66328000.0,0.0,,,206828000.0,,206828000.0,,
0001642122:2021:FY,AC,2021,65534000.0,1203336000.0,17190000.0,-17190000.0,935346000.0,1203336000.0,937102000.0,-1756000.0,1203336000.0,0.0,65534000.0,0.0,,,202456000.0,,202456000.0,,
0001739445:2018:FY,ACA,2018,234200000.0,667000000.0,803000000.0,702200000.0,1684500000.0,2172200000.0,1684500000.0,0.0,2172200000.0,253500000.0,487700000.0,1505200000.0,,,,,,,
0001739445:2019:FY,ACA,2019,284000000.0,757200000.0,816200000.0,729100000.0,1790400000.0,2302500000.0,1790400000.0,0.0,2302500000.0,228100000.0,512100000.0,1545300000.0,,,,,,,
0001739445:2020:FY,ACA,2020,310300000.0,664900000.0,913300000.0,1068500000.0,1892200000.0,2646700000.0,1892200000.0,0.0,2646700000.0,444200000.0,754500000.0,1981800000.0,,,,,,,
0001739445:2021:FY,ACA,2021,364000000.0,767900000.0,1201900000.0,1218300000.0,1953300000.0,3188100000.0,1953300000.0,0.0,3188100000.0,870800000.0,1234800000.0,2420200000.0,,,,,,,
0001070494:2011:FY,ACAD,2011,6165000.0,31949000.0,151000.0,14000.0,23362000.0,32114000.0,23362000.0,0.0,32114000.0,2587000.0,8752000.0,165000.0,,,,,,,
0001070494:2012:FY,ACAD,2012,5948000.0,108548000.0,42000.0,0.0,84984000.0,108590000.0,84984000.0,0.0,108590000.0,0.0,5948000.0,42000.0,,,,,,,
0001070494:2013:FY,ACAD,2013,6979000.0,188360000.0,579000.0,179000.0,182131000.0,189118000.0,182131000.0,0.0,189118000.0,8000.0,6987000.0,758000.0,,,,,,,
0001070494:2014:FY,ACAD,2014,15834000.0,324618000.0,553000.0,287000.0,309489000.0,325458000.0,309489000.0,0.0,325458000.0,135000.0,15969000.0,840000.0,,,,,,,
0001070494:2015:FY,ACAD,2015,21902000.0,218989000.0,2203000.0,704000.0,199762000.0,221896000.0,199762000.0,0.0,221896000.0,232000.0,22134000.0,2907000.0,,,,,,,
0001070494:2016:FY,ACAD,2016,42585000.0,547897000.0,3081000.0,10175000.0,518411000.0,561153000.0,518411000.0,0.0,561153000.0,157000.0,42742000.0,13256000.0,,,,,,,
0001070494:2017:FY,ACAD,2017,49030000.0,373477000.0,2662000.0,8367000.0,335285000.0,384506000.0,335285000.0,0.0,384506000.0,191000.0,49221000.0,11029000.0,,,,,,,
0001070494:2018:FY,ACAD,2018,59565000.0,526106000.0,3309000.0,10787000.0,479079000.0,540202000.0,479079000.0,0.0,540202000.0,1558000.0,61123000.0,14096000.0,,,,,,,
0001070494:2019:FY,ACAD,2019,74826000.0,760250000.0,3180000.0,19753000.0,699135000.0,783183000.0,699135000.0,0.0,783183000.0,9222000.0,84048000.0,22933000.0,,,,,,,
0001070494:2020:FY,ACAD,2020,105967000.0,717616000.0,9161000.0,55839000.0,627009000.0,782616000.0,627009000.0,0.0,782616000.0,49640000.0,155607000.0,65000000.0,,,,,,,
0001070494:2021:FY,ACAD,2021,96068000.0,617823000.0,8047000.0,74252000.0,540894000.0,700122000.0,540894000.0,0.0,700122000.0,63160000.0,159228000.0,82299000.0,,,,,,,
0001283630:2011:FY,ACC,2011,1562254000.0,3008582000.0,,,1403799000.0,3008582000.0,1375216000.0,28583000.0,3008582000.0,0.0,1562254000.0,0.0,,,,,,,
0001283630:2012:FY,ACC,2012,2384374000.0,5118962000.0,,,2677054000.0,5118962000.0,2648381000.0,28673000.0,5118962000.0,0.0,2384374000.0,0.0,,,57534000.0,,57534000.0,,
0001283630:2013:FY,ACC,2013,2919511000.0,5598040000.0,,,2630565000.0,5598040000.0,2624901000.0,5664000.0,5598040000.0,0.0,2919511000.0,0.0,,,47964000.0,,,,
0001283630:2014:FY,ACC,2014,3164993000.0,5834748000.0,,,2615283000.0,5834748000.0,2609554000.0,5729000.0,5834748000.0,0.0,3164993000.0,0.0,,,54472000.0,,,,
0001283630:2015:FY,ACC,2015,3184779000.0,6025947000.0,,,2781657000.0,6025947000.0,2770196000.0,11461000.0,6025947000.0,0.0,3184779000.0,0.0,,,59511000.0,,59511000.0,,
0001283630:2016:FY,ACC,2016,2360348000.0,5865913000.0,,,3450487000.0,5865913000.0,3444985000.0,5502000.0,5865913000.0,0.0,2360348000.0,0.0,,,55078000.0,,55078000.0,,
0001283630:2017:FY,ACC,2017,3266243000.0,6897370000.0,,,3498958000.0,6897370000.0,3484985000.0,13973000.0,6897370000.0,0.0,3266243000.0,0.0,,,132169000.0,,132169000.0,,
0001283630:2018:FY,ACC,2018,3307599000.0,7038846000.0,,,3546801000.0,7038846000.0,3481051000.0,65750000.0,7038846000.0,0.0,3307599000.0,0.0,,,184446000.0,,184446000.0,,
0001283630:2019:FY,ACC,2019,4116699000.0,7559754000.0,,,3338674000.0,7559754000.0,3294676000.0,43998000.0,7559754000.0,0.0,4116699000.0,0.0,,,104381000.0,,104381000.0,,
0001283630:2020:FY,ACC,2020,4350056000.0,7531160000.0,,,3156537000.0,7531160000.0,3114128000.0,42409000.0,7531160000.0,0.0,4350056000.0,0.0,,,24567000.0,,24567000.0,,
0001283630:2021:FY,ACC,2021,4273301000.0,7574586000.0,,,3269427000.0,7574586000.0,3117378000.0,152049000.0,7574586000.0,0.0,4273301000.0,0.0,,,31858000.0,,31858000.0,,
0001481646:2021:FY,ACCD,2021,79075000.0,453981000.0,9227000.0,12302000.0,390848000.0,475510000.0,390848000.0,0.0,475510000.0,5587000.0,84662000.0,21529000.0,,,,,,,
0001481646:2022:FY,ACCD,2022,111753000.0,409137000.0,11797000.0,864595000.0,855794000.0,1285529000.0,855794000.0,0.0,1285529000.0,317982000.0,429735000.0,876392000.0,,,,,,,
0000712034:2012:FY,ACCO,2012,429400000.0,874300000.0,273600000.0,1359800000.0,639200000.0,2507700000.0,639200000.0,0.0,2507700000.0,1439100000.0,1868500000.0,1633400000.0,,,,,,,
0000712034:2013:FY,ACCO,2013,445100000.0,841700000.0,253300000.0,1287900000.0,702300000.0,2382900000.0,702300000.0,0.0,2382900000.0,1235500000.0,1680600000.0,1541200000.0,,,,,,,
0000712034:2014:FY,ACCO,2014,395400000.0,778800000.0,235500000.0,1212100000.0,681000000.0,2226400000.0,681000000.0,0.0,2226400000.0,1150000000.0,1545400000.0,1447600000.0,,,,,,,
0000712034:2015:FY,ACCO,2015,355300000.0,653600000.0,209100000.0,1090700000.0,581200000.0,1953400000.0,581200000.0,0.0,1953400000.0,1016900000.0,1372200000.0,1299800000.0,,,,,,,
0000712034:2016:FY,ACCO,2016,406400000.0,670700000.0,198400000.0,1195400000.0,708700000.0,2064500000.0,708700000.0,0.0,2064500000.0,949400000.0,1355800000.0,1393800000.0,,,,,,,
0000712034:2017:FY,ACCO,2017,538400000.0,829600000.0,278500000.0,1691000000.0,774100000.0,2799100000.0,774100000.0,0.0,2799100000.0,1486600000.0,2025000000.0,1969500000.0,,,,,,,
0000712034:2018:FY,ACCO,2018,599200000.0,880200000.0,263700000.0,1642500000.0,789700000.0,2786400000.0,789700000.0,0.0,2786400000.0,1397500000.0,1996700000.0,1906200000.0,,,,,,,
0000712034:2019:FY,ACCO,2019,588800000.0,806000000.0,267100000.0,1715500000.0,773700000.0,2788600000.0,773700000.0,0.0,2788600000.0,1426100000.0,2014900000.0,1982600000.0,,,,,,,
0000712034:2020:FY,ACCO,2020,556900000.0,728200000.0,241400000.0,2079100000.0,742700000.0,3048700000.0,742700000.0,0.0,3048700000.0,1749100000.0,2306000000.0,2320500000.0,,,,,,,
0000712034:2021:FY,ACCO,2021,708600000.0,924900000.0,214600000.0,1951800000.0,864800000.0,3091300000.0,864800000.0,0.0,3091300000.0,1517900000.0,2226500000.0,2166400000.0,,,,,,,
0001698991:2019:FY,ACEL,2019,54946000.0,151495000.0,119201000.0,238621000.0,85525000.0,509317000.0,85525000.0,0.0,509317000.0,368846000.0,423792000.0,357822000.0,,,,,,,
0001698991:2020:FY,ACEL,2020,52390000.0,151984000.0,143565000.0,264692000.0,127884000.0,560241000.0,127884000.0,0.0,560241000.0,379967000.0,432357000.0,408257000.0,,,,,,,
