,ticker,fiscal_year,comprehensive_income_loss_attributable_to_noncontrolling_interest,other_comprehensive_income_loss,comprehensive_income_loss,comprehensive_income_loss_attributable_to_parent,other_comprehensive_income_loss_attributable_to_parent,other_comprehensive_income_loss_attributable_to_noncontrolling_interest
0001520697:2011:FY,ACHC,2011,0.0,0.0,-34892000.0,-34892000.0,0.0,0.0
0001520697:2012:FY,ACHC,2012,0.0,0.0,20403000.0,20403000.0,0.0,0.0
0001520697:2013:FY,ACHC,2013,0.0,0.0,42579000.0,42579000.0,0.0,0.0
0001520697:2014:FY,ACHC,2014,0.0,-68370000.0,14670000.0,14670000.0,0.0,0.0
0001520697:2015:FY,ACHC,2015,-1078000.0,-36277000.0,75199000.0,76277000.0,0.0,0.0
0001520697:2016:FY,ACHC,2016,-1967000.0,-444923000.0,-440747000.0,-438780000.0,0.0,0.0
0001520697:2017:FY,ACHC,2017,-246000.0,175452000.0,375041000.0,375287000.0,0.0,0.0
0001520697:2018:FY,ACHC,2018,264000.0,-88259000.0,-263745000.0,-264009000.0,0.0,0.0
0001520697:2019:FY,ACHC,2019,1199000.0,47493000.0,157615000.0,156416000.0,0.0,0.0
0001520697:2020:FY,ACHC,2020,2933000.0,43519000.0,-625680000.0,-628613000.0,0.0,0.0
0001520697:2021:FY,ACHC,2021,4927000.0,371365000.0,566927000.0,562000000.0,0.0,0.0
0001824502:2021:FY,ACHR,2021,0.0,-347800000.0,-347800000.0,-347800000.0,0.0,0.0
0001037676:2009:FY,ACI,2009,0.0,59233000.0,101412000.0,101412000.0,0.0,0.0
0001037676:2010:FY,ACI,2010,0.0,12899000.0,172293000.0,172293000.0,0.0,0.0
0001037676:2011:FY,ACI,2011,0.0,-2690000.0,140150000.0,140150000.0,-7950000.0,0.0
0001037676:2012:FY,ACI,2012,273000.0,-8552000.0,-692239000.0,-692512000.0,-16507000.0,0.0
0001037676:2013:FY,ACI,2013,0.0,54199000.0,-587633000.0,-587633000.0,0.0,0.0
0001037676:2014:FY,ACI,2014,0.0,-34451000.0,-592804000.0,-592804000.0,0.0,0.0
0001037676:2015:FY,ACI,2015,0.0,-5056000.0,-2918198000.0,-2918198000.0,0.0,0.0
0001646972:2021:FY,ACI,2021,0.0,182000000.0,1032200000.0,1032200000.0,182000000.0,0.0
0001646972:2022:FY,ACI,2022,0.0,5500000.0,1625100000.0,1625100000.0,5500000.0,0.0
0000935036:2010:FY,ACIW,2010,0.0,26916000.0,26916000.0,26916000.0,0.0,0.0
0000935036:2011:FY,ACIW,2011,0.0,43735000.0,43735000.0,43735000.0,0.0,0.0
0000935036:2012:FY,ACIW,2012,0.0,3230000.0,52076000.0,52076000.0,0.0,0.0
0000935036:2013:FY,ACIW,2013,0.0,-9284000.0,54584000.0,54584000.0,0.0,0.0
0000935036:2014:FY,ACIW,2014,0.0,3432000.0,70992000.0,70992000.0,0.0,0.0
0000935036:2015:FY,ACIW,2015,0.0,-51693000.0,33743000.0,33743000.0,0.0,0.0
0000935036:2016:FY,ACIW,2016,0.0,107011000.0,107011000.0,107011000.0,-22524000.0,0.0
0000935036:2017:FY,ACIW,2017,0.0,21879000.0,21879000.0,21879000.0,16744000.0,0.0
0000935036:2018:FY,ACIW,2018,0.0,-15261000.0,53660000.0,53660000.0,-15261000.0,0.0
0000935036:2019:FY,ACIW,2019,0.0,1034000.0,68096000.0,68096000.0,1034000.0,0.0
0000935036:2020:FY,ACIW,2020,0.0,-862000.0,71798000.0,71798000.0,-862000.0,0.0
0000935036:2021:FY,ACIW,2021,0.0,-7102000.0,120689000.0,120689000.0,-7102000.0,0.0
0001113232:2011:FY,ACLS,2011,0.0,3622000.0,3622000.0,3622000.0,0.0,0.0
0001113232:2012:FY,ACLS,2012,0.0,-33791000.0,-33791000.0,-33791000.0,0.0,0.0
0001113232:2013:FY,ACLS,2013,0.0,-16425000.0,-16425000.0,-16425000.0,719000.0,0.0
0001113232:2015:FY,ACLS,2015,0.0,-2707000.0,11971000.0,11971000.0,0.0,0.0
0001113232:2016:FY,ACLS,2016,0.0,-848000.0,10153000.0,10153000.0,0.0,0.0
0001113232:2017:FY,ACLS,2017,0.0,4455000.0,131414000.0,131414000.0,0.0,0.0
0001113232:2018:FY,ACLS,2018,0.0,-1728000.0,44157000.0,44157000.0,0.0,0.0
0001113232:2019:FY,ACLS,2019,0.0,-706000.0,16328000.0,16328000.0,0.0,0.0
0001113232:2020:FY,ACLS,2020,0.0,3693000.0,53675000.0,53675000.0,0.0,0.0
0001113232:2021:FY,ACLS,2021,0.0,-1670000.0,96980000.0,96980000.0,0.0,0.0
0000868857:2010:FY,ACM,2010,0.0,-946000.0,248398000.0,248398000.0,0.0,0.0
0000868857:2011:FY,ACM,2011,0.0,-40053000.0,244037000.0,244037000.0,0.0,0.0
0000868857:2012:FY,ACM,2012,0.0,8401000.0,-48532000.0,-48532000.0,0.0,0.0
0000868857:2013:FY,ACM,2013,2624000.0,-83455000.0,159741000.0,157117000.0,0.0,0.0
0000868857:2014:FY,ACM,2014,1652000.0,-96561000.0,136203000.0,134551000.0,0.0,0.0
0000868857:2015:FY,ACM,2015,80347000.0,-281763000.0,-352996000.0,-433343000.0,0.0,0.0
0000868857:2016:FY,ACM,2016,65697000.0,-224148000.0,-60676000.0,-126373000.0,0.0,0.0
0000868857:2017:FY,ACM,2017,82220000.0,157055000.0,578531000.0,496311000.0,0.0,0.0
0000868857:2018:FY,ACM,2018,61827000.0,-1501000.0,195626000.0,133799000.0,0.0,0.0
0000868857:2019:FY,ACM,2019,76960000.0,-160967000.0,-344957000.0,-421917000.0,0.0,0.0
0000868857:2020:FY,ACM,2020,32943000.0,-54163000.0,-207904000.0,-240847000.0,0.0,0.0
0000868857:2021:FY,ACM,2021,30029000.0,18531000.0,221511000.0,191482000.0,0.0,0.0
0000868857:2022:FY,ACM,2022,23241000.0,-80148000.0,254554000.0,231313000.0,0.0,0.0
0001680062:2017:FY,ACMR,2017,-369000.0,472000.0,-400000.0,-31000.0,0.0,0.0
0001680062:2018:FY,ACMR,2018,0.0,-979000.0,5595000.0,5595000.0,0.0,0.0
0001680062:2019:FY,ACMR,2019,483000.0,-899000.0,18559000.0,18076000.0,0.0,0.0
0001680062:2020:FY,ACMR,2020,6858000.0,10493000.0,32170000.0,25312000.0,0.0,0.0
0001680062:2021:FY,ACMR,2021,5607000.0,4695000.0,47616000.0,42009000.0,0.0,0.0
0001467373:2011:FY,ACN,2011,0.0,2836930000.0,2836930000.0,2836930000.0,0.0,0.0
0001467373:2012:FY,ACN,2012,0.0,2232562000.0,2232562000.0,2232562000.0,0.0,0.0
0001467373:2013:FY,ACN,2013,-247879000.0,-399360000.0,3155159000.0,2907280000.0,-374598000.0,-24762000.0
0001467373:2014:FY,ACN,2014,-243643000.0,189981000.0,3365939000.0,3122296000.0,180798000.0,9183000.0
0001467373:2015:FY,ACN,2015,-230368000.0,-529864000.0,2743925000.0,2513557000.0,-540024000.0,-10160000.0
0001467373:2016:FY,ACN,2016,-229830000.0,-257629000.0,4091974000.0,3862144000.0,-249748000.0,7881000.0
0001467373:2017:FY,ACN,2017,-221507000.0,598660000.0,4233592000.0,4012085000.0,566936000.0,-31724000.0
0001467373:2018:FY,ACN,2018,-152454000.0,-483620000.0,3730974000.0,3578520000.0,-481387000.0,2233000.0
0001467373:2019:FY,ACN,2019,-60380000.0,-271155000.0,4575086000.0,4514706000.0,-264406000.0,6749000.0
0001467373:2020:FY,ACN,2020,85717000.0,286983000.0,5472296000.0,5386579000.0,278740000.0,-8243000.0
0001467373:2021:FY,ACN,2021,84853000.0,143457000.0,6134002000.0,6049149000.0,142340000.0,1117000.0
0001467373:2022:FY,ACN,2022,91605000.0,-791031000.0,6197929000.0,6106324000.0,-770845000.0,-20186000.0
0000715579:2011:FY,ACNB,2011,0.0,7975000.0,7975000.0,7975000.0,-527000.0,0.0
0000715579:2012:FY,ACNB,2012,0.0,8019000.0,8019000.0,8019000.0,-867000.0,0.0
0000715579:2013:FY,ACNB,2013,0.0,9633000.0,9633000.0,9633000.0,318000.0,0.0
0000715579:2014:FY,ACNB,2014,0.0,7461000.0,7461000.0,7461000.0,-2829000.0,0.0
0000715579:2015:FY,ACNB,2015,0.0,9014000.0,9014000.0,9014000.0,-2003000.0,0.0
0000715579:2016:FY,ACNB,2016,0.0,9571000.0,9571000.0,9571000.0,-1298000.0,0.0
0000715579:2017:FY,ACNB,2017,0.0,9903000.0,9903000.0,9903000.0,115000.0,0.0
0000715579:2018:FY,ACNB,2018,0.0,19623000.0,19623000.0,19623000.0,-2125000.0,0.0
0000715579:2019:FY,ACNB,2019,0.0,27085000.0,27085000.0,27085000.0,3364000.0,0.0
0000715579:2020:FY,ACNB,2020,0.0,18609000.0,18609000.0,18609000.0,215000.0,0.0
0000715579:2021:FY,ACNB,2021,0.0,23927000.0,23927000.0,23927000.0,-3907000.0,0.0
0001529377:2012:FY,ACRE,2012,0.0,0.0,860000.0,860000.0,0.0,0.0
0001529377:2013:FY,ACRE,2013,0.0,0.0,13766000.0,13766000.0,0.0,0.0
0001529377:2014:FY,ACRE,2014,0.0,0.0,24616000.0,24616000.0,0.0,0.0
0001529377:2015:FY,ACRE,2015,0.0,0.0,43320000.0,43320000.0,0.0,0.0
0001529377:2016:FY,ACRE,2016,0.0,0.0,44868000.0,44868000.0,0.0,0.0
0001529377:2017:FY,ACRE,2017,0.0,0.0,30432000.0,30432000.0,0.0,0.0
0001529377:2018:FY,ACRE,2018,0.0,0.0,38596000.0,38596000.0,0.0,0.0
0001529377:2019:FY,ACRE,2019,0.0,0.0,36991000.0,36991000.0,0.0,0.0
0001529377:2020:FY,ACRE,2020,0.0,0.0,21840000.0,21840000.0,0.0,0.0
0001529377:2021:FY,ACRE,2021,0.0,63304000.0,63304000.0,63304000.0,0.0,0.0
0001557746:2015:FY,ACRS,2015,0.0,-143000.0,-20706000.0,-20706000.0,0.0,0.0
0001557746:2016:FY,ACRS,2016,0.0,-120000.0,-48199000.0,-48199000.0,0.0,0.0
0001557746:2017:FY,ACRS,2017,0.0,23000.0,-68500000.0,-68500000.0,0.0,0.0
0001557746:2018:FY,ACRS,2018,0.0,177000.0,-132561000.0,-132561000.0,0.0,0.0
0001557746:2019:FY,ACRS,2019,0.0,3000.0,-161351000.0,-161351000.0,0.0,0.0
0001557746:2020:FY,ACRS,2020,0.0,-28000.0,-51043000.0,-51043000.0,0.0,0.0
0001557746:2021:FY,ACRS,2021,0.0,-130000.0,-90995000.0,-90995000.0,0.0,0.0
0001823529:2021:FY,ACT,2021,0.0,421607000.0,421607000.0,421607000.0,-125078000.0,0.0
0001637873:2021:FY,ACVA,2021,0.0,17000.0,-78165000.0,-78165000.0,0.0,0.0
0000796343:2009:FY,ADBE,2009,0.0,353732000.0,353732000.0,353732000.0,0.0,0.0
0000796343:2010:FY,ADBE,2010,0.0,767662000.0,767662000.0,767662000.0,0.0,0.0
0000796343:2011:FY,ADBE,2011,0.0,845369000.0,845369000.0,845369000.0,0.0,0.0
0000796343:2012:FY,ADBE,2012,0.0,762000.0,833537000.0,833537000.0,0.0,0.0
0000796343:2013:FY,ADBE,2013,0.0,15391000.0,305376000.0,305376000.0,0.0,0.0
0000796343:2014:FY,ADBE,2014,0.0,-54197000.0,214198000.0,214198000.0,0.0,0.0
0000796343:2015:FY,ADBE,2015,0.0,-160986000.0,468565000.0,468565000.0,0.0,0.0
0000796343:2016:FY,ADBE,2016,0.0,-4522000.0,1164260000.0,1164260000.0,0.0,0.0
0000796343:2017:FY,ADBE,2017,0.0,61781000.0,1755735000.0,1755735000.0,0.0,0.0
0000796343:2018:FY,ADBE,2018,0.0,-36309000.0,2554465000.0,2554465000.0,0.0,0.0
0000796343:2019:FY,ADBE,2019,0.0,-39904000.0,2911554000.0,2911554000.0,0.0,0.0
0000796343:2020:FY,ADBE,2020,0.0,30000000.0,5290000000.0,5290000000.0,0.0,0.0
0000796343:2021:FY,ADBE,2021,0.0,21000000.0,4843000000.0,4843000000.0,0.0,0.0
0000917251:2011:FY,ADC,2011,0.0,-180228.0,9709309.0,9709309.0,0.0,0.0
0000917251:2012:FY,ADC,2012,0.0,-708538.0,17895056.0,17895056.0,0.0,0.0
0000917251:2013:FY,ADC,2013,0.0,1812535.0,22002146.0,22002146.0,0.0,0.0
0000917251:2014:FY,ADC,2014,0.0,-2583832.0,16329177.0,16329177.0,0.0,0.0
0000917251:2015:FY,ADC,2015,0.0,-1093251.0,38669204.0,38669204.0,0.0,0.0
0000917251:2016:FY,ADC,2016,0.0,2618000.0,48415000.0,48415000.0,0.0,0.0
0000917251:2017:FY,ADC,2017,0.0,1935000.0,60725000.0,60725000.0,0.0,0.0
0000917251:2018:FY,ADC,2018,0.0,54000.0,58852000.0,58852000.0,0.0,0.0
0000917251:2019:FY,ADC,2019,611000.0,-7987000.0,72776000.0,72165000.0,0.0,0.0
0000917251:2020:FY,ADC,2020,369000.0,-29996000.0,61976000.0,61607000.0,0.0,0.0
0000917251:2021:FY,ADC,2021,770000.0,30930000.0,153806000.0,153036000.0,0.0,0.0
0001832038:2021:FY,ADGI,2021,0.0,-8000.0,-226798000.0,-226798000.0,0.0,0.0
0000006281:2009:FY,ADI,2009,0.0,37930000.0,285702000.0,285702000.0,0.0,0.0
0000006281:2011:FY,ADI,2011,0.0,874820000.0,874820000.0,874820000.0,0.0,0.0
0000006281:2012:FY,ADI,2012,0.0,613011000.0,613011000.0,613011000.0,0.0,0.0
0000006281:2013:FY,ADI,2013,0.0,-16152000.0,657335000.0,657335000.0,0.0,0.0
0000006281:2014:FY,ADI,2014,0.0,-87980000.0,629320000.0,632613000.0,0.0,0.0
0000006281:2015:FY,ADI,2015,0.0,117675000.0,696878000.0,692643000.0,0.0,0.0
0000006281:2016:FY,ADI,2016,0.0,-22963000.0,861664000.0,862959000.0,0.0,0.0
0000006281:2017:FY,ADI,2017,0.0,739714000.0,739714000.0,739714000.0,12455000.0,0.0
0000006281:2018:FY,ADI,2018,0.0,2919000.0,1498351000.0,1498351000.0,2919000.0,0.0
0000006281:2019:FY,ADI,2019,0.0,1233652000.0,1233652000.0,1233652000.0,-129359000.0,0.0
0000006281:2020:FY,ADI,2020,0.0,1161478000.0,1161478000.0,1161478000.0,-59283000.0,0.0
0000006281:2021:FY,ADI,2021,0.0,1453318000.0,1453318000.0,1453318000.0,62896000.0,0.0
0000006281:2022:FY,ADI,2022,0.0,2736974000.0,2736974000.0,2736974000.0,-11587000.0,0.0
0000007084:2011:FY,ADM,2011,0.0,1075000000.0,3093000000.0,3093000000.0,0.0,0.0
0000007084:2012:FY,ADM,2012,0.0,-1083000000.0,153000000.0,153000000.0,0.0,0.0
0000007084:2013:FY,ADM,2013,3000000.0,384000000.0,1738000000.0,1735000000.0,0.0,0.0
0000007084:2014:FY,ADM,2014,4000000.0,-1185000000.0,1068000000.0,1064000000.0,0.0,0.0
0000007084:2015:FY,ADM,2015,-4000000.0,-906000000.0,940000000.0,944000000.0,0.0,0.0
0000007084:2016:FY,ADM,2016,8000000.0,-453000000.0,835000000.0,827000000.0,0.0,0.0
0000007084:2017:FY,ADM,2017,9000000.0,963000000.0,2565000000.0,2556000000.0,0.0,0.0
0000007084:2018:FY,ADM,2018,5000000.0,-469000000.0,1346000000.0,1341000000.0,0.0,0.0
0000007084:2019:FY,ADM,2019,2000000.0,-297000000.0,1082000000.0,1080000000.0,0.0,0.0
0000007084:2020:FY,ADM,2020,17000000.0,-192000000.0,1590000000.0,1573000000.0,0.0,0.0
0000007084:2021:FY,ADM,2021,26000000.0,432000000.0,3167000000.0,3141000000.0,0.0,0.0
0001368514:2014:FY,ADMA,2014,0.0,0.0,-16813163.0,-16813163.0,0.0,0.0
0001368514:2015:FY,ADMA,2015,0.0,0.0,-17969930.0,-17969930.0,0.0,0.0
0001368514:2016:FY,ADMA,2016,0.0,0.0,-19515151.0,-19515151.0,0.0,0.0
0001368514:2017:FY,ADMA,2017,0.0,0.0,-43758975.0,-43758975.0,0.0,0.0
0001368514:2018:FY,ADMA,2018,0.0,0.0,-65743445.0,-65743445.0,0.0,0.0
0001368514:2019:FY,ADMA,2019,0.0,0.0,-48279317.0,-48279317.0,0.0,0.0
0001368514:2020:FY,ADMA,2020,0.0,0.0,-75748548.0,-75748548.0,0.0,0.0
0001368514:2021:FY,ADMA,2021,0.0,0.0,-71647618.0,-71647618.0,0.0,0.0
0001670541:2017:FY,ADNT,2017,90000000.0,-116000000.0,846000000.0,756000000.0,0.0,0.0
0001670541:2018:FY,ADNT,2018,92000000.0,-126000000.0,-1727000000.0,-1819000000.0,0.0,0.0
0001670541:2019:FY,ADNT,2019,83000000.0,-38000000.0,-446000000.0,-529000000.0,0.0,0.0
0001670541:2020:FY,ADNT,2020,68000000.0,-89000000.0,-575000000.0,-643000000.0,0.0,0.0
0001670541:2021:FY,ADNT,2021,81000000.0,37000000.0,1227000000.0,1146000000.0,0.0,0.0
0001670541:2022:FY,ADNT,2022,49000000.0,-249000000.0,-289000000.0,-338000000.0,0.0,0.0
0000008670:2010:FY,ADP,2010,0.0,0.0,1211400000.0,1211400000.0,0.0,0.0
0000008670:2011:FY,ADP,2011,0.0,0.0,1254200000.0,1254200000.0,0.0,0.0
0000008670:2012:FY,ADP,2012,0.0,0.0,1388500000.0,1388500000.0,0.0,0.0
0000008670:2013:FY,ADP,2013,0.0,-214800000.0,1191000000.0,1191000000.0,0.0,0.0
0000008670:2014:FY,ADP,2014,0.0,162800000.0,1678700000.0,1678700000.0,0.0,0.0
0000008670:2015:FY,ADP,2015,0.0,-350600000.0,1101900000.0,1101900000.0,0.0,0.0
0000008670:2016:FY,ADP,2016,0.0,45500000.0,1538000000.0,1538000000.0,0.0,0.0
0000008670:2017:FY,ADP,2017,0.0,-164100000.0,1569300000.0,1569300000.0,0.0,0.0
0000008670:2018:FY,ADP,2018,0.0,-259300000.0,1361500000.0,1361500000.0,0.0,0.0
0000008670:2019:FY,ADP,2019,0.0,422500000.0,2715300000.0,2715300000.0,0.0,0.0
0000008670:2020:FY,ADP,2020,0.0,242500000.0,2709000000.0,2709000000.0,0.0,0.0
0000008670:2021:FY,ADP,2021,0.0,25400000.0,2623900000.0,2623900000.0,0.0,0.0
0000008670:2022:FY,ADP,2022,0.0,-2004300000.0,944600000.0,944600000.0,0.0,0.0
0001602367:2014:FY,ADPT,2014,-13921000.0,-74000.0,-17346000.0,-3425000.0,0.0,0.0
0001602367:2015:FY,ADPT,2015,19606000.0,74000.0,32897000.0,13291000.0,0.0,0.0
0001478320:2019:FY,ADPT,2019,0.0,778000.0,-67828000.0,-67828000.0,778000.0,0.0
0001478320:2020:FY,ADPT,2020,0.0,222000.0,-146005000.0,-146005000.0,222000.0,0.0
0001478320:2021:FY,ADPT,2021,-19000.0,-2030000.0,-209328000.0,-209309000.0,-2030000.0,0.0
0000769397:2010:FY,ADSK,2010,0.0,0.0,58000000.0,58000000.0,0.0,0.0
0000769397:2011:FY,ADSK,2011,0.0,0.0,212000000.0,212000000.0,0.0,0.0
0000769397:2012:FY,ADSK,2012,0.0,0.0,285300000.0,285300000.0,0.0,0.0
0000769397:2013:FY,ADSK,2013,0.0,235800000.0,235800000.0,235800000.0,-11600000.0,0.0
0000769397:2014:FY,ADSK,2014,0.0,5100000.0,233900000.0,233900000.0,5100000.0,0.0
0000769397:2015:FY,ADSK,2015,0.0,-52700000.0,29100000.0,29100000.0,-52700000.0,0.0
0000769397:2016:FY,ADSK,2016,0.0,-67800000.0,-398300000.0,-398300000.0,-67800000.0,0.0
0000769397:2017:FY,ADSK,2017,0.0,-57400000.0,-639500000.0,-639500000.0,-57400000.0,0.0
0000769397:2018:FY,ADSK,2018,0.0,54700000.0,-512200000.0,-512200000.0,54700000.0,0.0
0000769397:2019:FY,ADSK,2019,0.0,-11200000.0,-92000000.0,-92000000.0,-11200000.0,0.0
0000769397:2020:FY,ADSK,2020,0.0,-25300000.0,189200000.0,189200000.0,-25300000.0,0.0
0000769397:2021:FY,ADSK,2021,0.0,34400000.0,1242600000.0,1242600000.0,34400000.0,0.0
0000769397:2022:FY,ADSK,2022,0.0,1900000.0,498900000.0,498900000.0,1900000.0,0.0
0001546640:2013:FY,ADT,2013,0.0,-13000000.0,408000000.0,408000000.0,0.0,0.0
0001546640:2014:FY,ADT,2014,0.0,-42000000.0,262000000.0,262000000.0,0.0,0.0
0001546640:2015:FY,ADT,2015,0.0,-128000000.0,168000000.0,168000000.0,0.0,0.0
0001703056:2018:FY,ADT,2018,0.0,-676927000.0,-676927000.0,-676927000.0,-67772000.0,0.0
0001703056:2019:FY,ADT,2019,0.0,-410747000.0,-410747000.0,-410747000.0,13403000.0,0.0
0001703056:2020:FY,ADT,2020,0.0,-692432000.0,-692432000.0,-692432000.0,-60239000.0,0.0
0001703056:2021:FY,ADT,2021,0.0,-291178000.0,-291178000.0,-291178000.0,49642000.0,0.0
0001838672:2021:FY,ADTH,2021,0.0,0.0,25419000.0,25419000.0,0.0,0.0
0000926282:2010:FY,ADTN,2010,0.0,123084000.0,123084000.0,123084000.0,0.0,0.0
0000926282:2011:FY,ADTN,2011,0.0,124731000.0,124731000.0,124731000.0,0.0,0.0
0000926282:2012:FY,ADTN,2012,0.0,-1834000.0,45429000.0,45429000.0,0.0,0.0
0000926282:2013:FY,ADTN,2013,0.0,-515000.0,45279000.0,45279000.0,0.0,0.0
0000926282:2014:FY,ADTN,2014,0.0,-10828000.0,33792000.0,33792000.0,0.0,0.0
0000926282:2015:FY,ADTN,2015,0.0,-8894000.0,9752000.0,9752000.0,0.0,0.0
0000926282:2016:FY,ADTN,2016,0.0,-3219000.0,32010000.0,32010000.0,0.0,0.0
0000926282:2017:FY,ADTN,2017,0.0,8893000.0,32733000.0,32733000.0,0.0,0.0
0000926282:2018:FY,ADTN,2018,0.0,-11121000.0,-30463000.0,-30463000.0,0.0,0.0
0000926282:2019:FY,ADTN,2019,0.0,-2386000.0,-55368000.0,-55368000.0,0.0,0.0
0000926282:2020:FY,ADTN,2020,0.0,4778000.0,7156000.0,7156000.0,0.0,0.0
0000926282:2021:FY,ADTN,2021,0.0,-275000.0,-8910000.0,-8910000.0,0.0,0.0
0001468328:2011:FY,ADUS,2011,0.0,0.0,-1981000.0,-1981000.0,0.0,0.0
0001468328:2012:FY,ADUS,2012,0.0,0.0,7635000.0,7635000.0,0.0,0.0
0001468328:2013:FY,ADUS,2013,0.0,0.0,19145000.0,19145000.0,0.0,0.0
0001468328:2014:FY,ADUS,2014,0.0,0.0,12243000.0,12243000.0,0.0,0.0
0001468328:2015:FY,ADUS,2015,0.0,0.0,11623000.0,11623000.0,0.0,0.0
0001468328:2016:FY,ADUS,2016,0.0,0.0,12024000.0,12024000.0,0.0,0.0
0001468328:2017:FY,ADUS,2017,0.0,0.0,13608000.0,13608000.0,0.0,0.0
0001468328:2018:FY,ADUS,2018,0.0,0.0,17503000.0,17503000.0,0.0,0.0
0001468328:2019:FY,ADUS,2019,0.0,0.0,25237000.0,25237000.0,0.0,0.0
0001468328:2020:FY,ADUS,2020,0.0,0.0,33133000.0,33133000.0,0.0,0.0
0001468328:2021:FY,ADUS,2021,0.0,0.0,45126000.0,45126000.0,0.0,0.0
0001776661:2020:FY,ADV,2020,4947000.0,13038000.0,-148669000.0,-153616000.0,0.0,0.0
0001776661:2021:FY,ADV,2021,-105000.0,-8222000.0,49236000.0,49341000.0,0.0,0.0
0000018651:2009:FY,AEE,2009,0.0,0.0,624000000.0,624000000.0,0.0,0.0
0000018654:2011:FY,AEE,2011,1000000.0,-39000000.0,487000000.0,486000000.0,486000000.0,0.0
0000018654:2012:FY,AEE,2012,8000000.0,50000000.0,-924000000.0,-932000000.0,0.0,0.0
0001002910:2013:FY,AEE,2013,0.0,5000000.0,300000000.0,300000000.0,0.0,0.0
0001002910:2014:FY,AEE,2014,0.0,-18000000.0,574000000.0,574000000.0,0.0,0.0
0001002910:2015:FY,AEE,2015,0.0,0.0,636000000.0,636000000.0,0.0,0.0
0001002910:2016:FY,AEE,2016,0.0,-26000000.0,633000000.0,633000000.0,0.0,0.0
0001002910:2017:FY,AEE,2017,0.0,-1000000.0,528000000.0,528000000.0,0.0,0.0
0001002910:2018:FY,AEE,2018,6000000.0,-4000000.0,817000000.0,811000000.0,0.0,0.0
0001002910:2019:FY,AEE,2019,6000000.0,5000000.0,839000000.0,833000000.0,0.0,0.0
0001002910:2020:FY,AEE,2020,6000000.0,16000000.0,893000000.0,887000000.0,0.0,0.0
0001002910:2021:FY,AEE,2021,5000000.0,14000000.0,1009000000.0,1004000000.0,0.0,0.0
0000927003:2011:FY,AEIS,2011,0.0,37767000.0,37767000.0,37767000.0,0.0,0.0
0000927003:2012:FY,AEIS,2012,0.0,21779000.0,21779000.0,21779000.0,0.0,0.0
0000927003:2013:FY,AEIS,2013,0.0,3732000.0,35818000.0,35818000.0,0.0,0.0
0000927003:2014:FY,AEIS,2014,0.0,-22681000.0,24301000.0,24301000.0,0.0,0.0
0000927003:2015:FY,AEIS,2015,0.0,-10242000.0,-168728000.0,-168728000.0,0.0,0.0
0000927003:2016:FY,AEIS,2016,0.0,119987000.0,119987000.0,119987000.0,0.0,0.0
0000927003:2017:FY,AEIS,2017,0.0,147327000.0,147327000.0,147327000.0,0.0,0.0
0000927003:2018:FY,AEIS,2018,86000.0,-5982000.0,141129000.0,141043000.0,0.0,0.0
0000927003:2019:FY,AEIS,2019,34000.0,-2448000.0,62527000.0,62493000.0,0.0,0.0
0000927003:2020:FY,AEIS,2020,55000.0,3292000.0,138022000.0,137967000.0,0.0,0.0
0000927003:2021:FY,AEIS,2021,44000.0,1389000.0,136169000.0,136125000.0,0.0,0.0
0001039828:2011:FY,AEL,2011,0.0,0.0,86248000.0,86248000.0,0.0,0.0
0001039828:2012:FY,AEL,2012,0.0,287376000.0,287376000.0,287376000.0,229578000.0,0.0
0001039828:2013:FY,AEL,2013,0.0,-387328000.0,-387328000.0,-387328000.0,-640611000.0,0.0
0001039828:2014:FY,AEL,2014,0.0,801228000.0,801228000.0,801228000.0,675205000.0,0.0
0001039828:2015:FY,AEL,2015,0.0,-299908000.0,-299908000.0,-299908000.0,-519738000.0,0.0
0001039828:2016:FY,AEL,2016,0.0,221546000.0,221546000.0,221546000.0,138303000.0,0.0
0001039828:2017:FY,AEL,2017,0.0,559278000.0,559278000.0,559278000.0,384633000.0,0.0
0001039828:2018:FY,AEL,2018,0.0,-446569000.0,-446569000.0,-446569000.0,-904585000.0,0.0
0001039828:2019:FY,AEL,2019,0.0,1796443000.0,1796443000.0,1796443000.0,1550353000.0,0.0
0001039828:2020:FY,AEL,2020,0.0,1602824000.0,1602824000.0,1602824000.0,931364000.0,0.0
0001039828:2021:FY,AEL,2021,0.0,119224000.0,119224000.0,119224000.0,-354768000.0,0.0
0000919012:2011:FY,AEO,2011,0.0,151881000.0,151881000.0,151881000.0,11234000.0,0.0
0000919012:2012:FY,AEO,2012,0.0,152292000.0,152292000.0,152292000.0,587000.0,0.0
0000919012:2013:FY,AEO,2013,0.0,638000.0,232746000.0,232746000.0,0.0,0.0
0000919012:2014:FY,AEO,2014,0.0,-17140000.0,65843000.0,65843000.0,0.0,0.0
0000919012:2015:FY,AEO,2015,0.0,-22101000.0,58221000.0,58221000.0,0.0,0.0
0000919012:2016:FY,AEO,2016,0.0,-19924000.0,198214000.0,198214000.0,0.0,0.0
0000919012:2017:FY,AEO,2017,0.0,-6594000.0,205855000.0,205855000.0,0.0,0.0
0000919012:2018:FY,AEO,2018,0.0,5667000.0,209830000.0,209830000.0,0.0,0.0
0000919012:2019:FY,AEO,2019,0.0,-4037000.0,257865000.0,257865000.0,0.0,0.0
0000919012:2020:FY,AEO,2020,0.0,1664000.0,192921000.0,192921000.0,0.0,0.0
