,ticker,fiscal_year,net_cash_flow_from_operating_activities_continuing,net_cash_flow_from_investing_activities_continuing,net_cash_flow_from_financing_activities,exchange_gains_losses,net_cash_flow_from_investing_activities,net_cash_flow_from_financing_activities_continuing,net_cash_flow,net_cash_flow_continuing,net_cash_flow_from_operating_activities,net_cash_flow_from_operating_activities_discontinued,net_cash_flow_discontinued,net_cash_flow_from_investing_activities_discontinued,net_cash_flow_from_financing_activities_discontinued
0000811831:2017:FY,NBN,2017,33990000.0,-93680000.0,71816000.0,0.0,-93680000.0,71816000.0,12126000.0,12126000.0,33990000.0,0.0,0.0,0.0,0.0
0000811831:2018:FY,NBN,2018,19454000.0,-83600000.0,58265000.0,0.0,-83600000.0,58265000.0,-5881000.0,-5881000.0,19454000.0,0.0,0.0,0.0,0.0
0001163739:2009:FY,NBR,2009,1616972000.0,-1162777000.0,19373000.0,12160000.0,-1162777000.0,19373000.0,485728000.0,473568000.0,1616972000.0,0.0,0.0,0.0,0.0
0001163739:2011:FY,NBR,2011,1456487000.0,-1859479000.0,163245000.0,-3380000.0,-1859479000.0,163245000.0,-243127000.0,-239747000.0,1456487000.0,0.0,0.0,0.0,0.0
0001163739:2012:FY,NBR,2012,1562705000.0,-1179628000.0,-254127000.0,-2603000.0,-1179628000.0,-254127000.0,126347000.0,128950000.0,1562705000.0,0.0,0.0,0.0,0.0
0001163739:2013:FY,NBR,2013,1418223000.0,-815468000.0,-729586000.0,-8176000.0,-815468000.0,-729586000.0,-135007000.0,-126831000.0,1418223000.0,0.0,0.0,0.0,0.0
0001163739:2014:FY,NBR,2014,1781911000.0,-1716909000.0,69848000.0,-23616000.0,-1716909000.0,69848000.0,111234000.0,134850000.0,1781911000.0,0.0,0.0,0.0,0.0
0001163739:2015:FY,NBR,2015,856556000.0,-227449000.0,-849941000.0,-25785000.0,-227449000.0,-849941000.0,-246619000.0,-220834000.0,856556000.0,0.0,0.0,0.0,0.0
0001163739:2016:FY,NBR,2016,531905000.0,-382123000.0,-138216000.0,-2003000.0,-382123000.0,-138216000.0,9563000.0,11566000.0,531905000.0,0.0,0.0,0.0,0.0
0001163739:2017:FY,NBR,2017,62756000.0,-502003000.0,512180000.0,-29000.0,-502003000.0,512180000.0,72904000.0,72933000.0,62756000.0,0.0,0.0,0.0,0.0
0001163739:2018:FY,NBR,2018,325773000.0,-367088000.0,155629000.0,0.0,-367088000.0,155629000.0,114314000.0,114314000.0,325773000.0,0.0,0.0,0.0,0.0
0001163739:2019:FY,NBR,2019,684558000.0,-355856000.0,-331573000.0,0.0,-355856000.0,-331573000.0,-2871000.0,-2871000.0,684558000.0,0.0,0.0,0.0,0.0
0001163739:2020:FY,NBR,2020,349761000.0,-165457000.0,-148001000.0,0.0,-165457000.0,-148001000.0,36303000.0,36303000.0,349761000.0,0.0,0.0,0.0,0.0
0001163739:2021:FY,NBR,2021,428776000.0,-117225000.0,488421000.0,0.0,-117225000.0,488421000.0,799972000.0,799972000.0,428776000.0,0.0,0.0,0.0,0.0
0000790359:2011:FY,NBTB,2011,83765000.0,-175498000.0,52322000.0,0.0,-175498000.0,52322000.0,-39411000.0,-39411000.0,83765000.0,0.0,0.0,0.0,0.0
0000790359:2012:FY,NBTB,2012,88854000.0,-126850000.0,72283000.0,0.0,-126850000.0,72283000.0,34287000.0,34287000.0,88854000.0,0.0,0.0,0.0,0.0
0000790359:2013:FY,NBTB,2013,119298000.0,-183754000.0,59714000.0,0.0,-183754000.0,59714000.0,-4742000.0,-4742000.0,119298000.0,0.0,0.0,0.0,0.0
0000790359:2014:FY,NBTB,2014,87811000.0,-143741000.0,43640000.0,0.0,-143741000.0,43640000.0,-12290000.0,-12290000.0,87811000.0,0.0,0.0,0.0,0.0
0000790359:2015:FY,NBTB,2015,124543000.0,-504004000.0,373122000.0,0.0,-504004000.0,373122000.0,-6339000.0,-6339000.0,124543000.0,0.0,0.0,0.0,0.0
0000790359:2016:FY,NBTB,2016,109510000.0,-629960000.0,529334000.0,0.0,-629960000.0,529334000.0,8884000.0,8884000.0,109510000.0,0.0,0.0,0.0,0.0
0000790359:2017:FY,NBTB,2017,136904000.0,-305193000.0,178772000.0,0.0,-305193000.0,178772000.0,10483000.0,10483000.0,136904000.0,0.0,0.0,0.0,0.0
0000790359:2018:FY,NBTB,2018,147773000.0,-417619000.0,291137000.0,0.0,-417619000.0,291137000.0,21291000.0,21291000.0,147773000.0,0.0,0.0,0.0,0.0
0000790359:2019:FY,NBTB,2019,153463000.0,-64343000.0,-53232000.0,0.0,-64343000.0,-53232000.0,35888000.0,35888000.0,153463000.0,0.0,0.0,0.0,0.0
0000790359:2020:FY,NBTB,2020,142412000.0,-709725000.0,1023151000.0,0.0,-709725000.0,1023151000.0,455838000.0,455838000.0,142412000.0,0.0,0.0,0.0,0.0
0000790359:2021:FY,NBTB,2021,157635000.0,-546058000.0,984813000.0,0.0,-546058000.0,984813000.0,596390000.0,596390000.0,157635000.0,0.0,0.0,0.0,0.0
0000789933:2011:FY,NC,2011,155200000.0,-32700000.0,-42000000.0,-3800000.0,-32700000.0,-42000000.0,76700000.0,80500000.0,155200000.0,0.0,0.0,0.0,0.0
0000789933:2012:FY,NC,2012,74400000.0,-63700000.0,-123400000.0,800000.0,-74200000.0,-24500000.0,-53700000.0,-94400000.0,143100000.0,68700000.0,39900000.0,-10500000.0,-98900000.0
0000789933:2013:FY,NC,2013,53065000.0,-60734000.0,-36776000.0,-20000.0,-60734000.0,-36776000.0,-44465000.0,-44445000.0,53065000.0,0.0,0.0,0.0,0.0
0000789933:2014:FY,NC,2014,19799000.0,-74934000.0,20979000.0,-99000.0,-74934000.0,20979000.0,-34255000.0,-34156000.0,19799000.0,0.0,0.0,0.0,0.0
0000789933:2015:FY,NC,2015,108002000.0,-8291000.0,-108301000.0,-46000.0,-8291000.0,-108301000.0,-8636000.0,-8590000.0,108002000.0,0.0,0.0,0.0,0.0
0000789933:2016:FY,NC,2016,93935000.0,-9817000.0,-55710000.0,-259000.0,-9817000.0,-55710000.0,28149000.0,28408000.0,93935000.0,0.0,0.0,0.0,0.0
0000789933:2017:FY,NC,2017,49005000.0,-10660000.0,-2306000.0,71000.0,-15005000.0,-6053000.0,24065000.0,32292000.0,41305000.0,-7700000.0,-8298000.0,-4345000.0,3747000.0
0000789933:2018:FY,NC,2018,54622000.0,-18387000.0,-52578000.0,0.0,-18387000.0,-52578000.0,-16343000.0,-16343000.0,54622000.0,0.0,0.0,0.0,0.0
0000789933:2019:FY,NC,2019,52784000.0,-20262000.0,5113000.0,0.0,-20262000.0,5113000.0,37635000.0,37635000.0,52784000.0,0.0,0.0,0.0,0.0
0000789933:2020:FY,NC,2020,-2486000.0,-45984000.0,14028000.0,0.0,-45984000.0,14028000.0,-34442000.0,-34442000.0,-2486000.0,0.0,0.0,0.0,0.0
0000789933:2021:FY,NC,2021,74875000.0,-44147000.0,-33173000.0,0.0,-44147000.0,-33173000.0,-2445000.0,-2445000.0,74875000.0,0.0,0.0,0.0,0.0
0001513761:2013:FY,NCLH,2013,475281000.0,-894851000.0,430537000.0,0.0,-894851000.0,430537000.0,10967000.0,10967000.0,475281000.0,0.0,0.0,0.0,0.0
0001513761:2014:FY,NCLH,2014,635601000.0,-1878660000.0,1271416000.0,0.0,-1878660000.0,1271416000.0,28357000.0,28357000.0,635601000.0,0.0,0.0,0.0,0.0
0001513761:2015:FY,NCLH,2015,1041178000.0,-1206253000.0,196188000.0,0.0,-1206253000.0,196188000.0,31113000.0,31113000.0,1041178000.0,0.0,0.0,0.0,0.0
0001513761:2016:FY,NCLH,2016,1239666000.0,-1128914000.0,-98342000.0,0.0,-1128914000.0,-98342000.0,12410000.0,12410000.0,1239666000.0,0.0,0.0,0.0,0.0
0001513761:2017:FY,NCLH,2017,1585741000.0,-1404898000.0,-133000000.0,0.0,-1404898000.0,-133000000.0,47843000.0,47843000.0,1585741000.0,0.0,0.0,0.0,0.0
0001513761:2018:FY,NCLH,2018,2075171000.0,-1502708000.0,-584802000.0,0.0,-1502708000.0,-584802000.0,-12339000.0,-12339000.0,2075171000.0,0.0,0.0,0.0,0.0
0001513761:2019:FY,NCLH,2019,1822605000.0,-1680192000.0,-53388000.0,0.0,-1680192000.0,-53388000.0,89025000.0,89025000.0,1822605000.0,0.0,0.0,0.0,0.0
0001513761:2020:FY,NCLH,2020,-2556243000.0,-975362000.0,6579211000.0,0.0,-975362000.0,6579211000.0,3047606000.0,3047606000.0,-2556243000.0,0.0,0.0,0.0,0.0
0001513761:2021:FY,NCLH,2021,-2468009000.0,-1004044000.0,1678218000.0,0.0,-1004044000.0,1678218000.0,-1793835000.0,-1793835000.0,-2468009000.0,0.0,0.0,0.0,0.0
0001566895:2021:FY,NCNO,2021,9222000.0,-4338000.0,274121000.0,1236000.0,-4338000.0,274121000.0,280241000.0,279005000.0,9222000.0,0.0,0.0,0.0,0.0
0001902733:2022:FY,NCNO,2022,-19229000.0,-278488000.0,15922000.0,-1231000.0,-278488000.0,15922000.0,-283026000.0,-281795000.0,-19229000.0,0.0,0.0,0.0,0.0
0000070866:2011:FY,NCR,2011,399000000.0,-1246000000.0,802000000.0,-5000000.0,-1246000000.0,802000000.0,-98000000.0,-69000000.0,375000000.0,-24000000.0,-24000000.0,0.0,0.0
0000070866:2012:FY,NCR,2012,-66000000.0,-355000000.0,1131000000.0,-9000000.0,-256000000.0,1131000000.0,671000000.0,695000000.0,-180000000.0,-114000000.0,-15000000.0,99000000.0,0.0
0000070866:2013:FY,NCR,2013,333000000.0,-2105000000.0,1357000000.0,-22000000.0,-2105000000.0,1357000000.0,-541000000.0,-467000000.0,281000000.0,-52000000.0,-52000000.0,0.0,0.0
0000070866:2014:FY,NCR,2014,524000000.0,-788000000.0,284000000.0,-36000000.0,-788000000.0,284000000.0,-17000000.0,20000000.0,524000000.0,-1000000.0,-1000000.0,0.0,0.0
0000070866:2015:FY,NCR,2015,681000000.0,-209000000.0,-583000000.0,-29000000.0,-209000000.0,-583000000.0,-183000000.0,-111000000.0,681000000.0,-43000000.0,-43000000.0,0.0,0.0
0000070866:2016:FY,NCR,2016,894000000.0,-189000000.0,-467000000.0,-29000000.0,-189000000.0,-467000000.0,170000000.0,238000000.0,894000000.0,-39000000.0,-39000000.0,0.0,0.0
0000070866:2017:FY,NCR,2017,755000000.0,-290000000.0,-434000000.0,16000000.0,-290000000.0,-434000000.0,39000000.0,31000000.0,755000000.0,-8000000.0,-8000000.0,0.0,0.0
0000070866:2018:FY,NCR,2018,572000000.0,-520000000.0,-58000000.0,-25000000.0,-520000000.0,-58000000.0,-67000000.0,-6000000.0,536000000.0,-36000000.0,-36000000.0,0.0,0.0
0000070866:2019:FY,NCR,2019,628000000.0,-527000000.0,-31000000.0,-6000000.0,-527000000.0,-31000000.0,64000000.0,70000000.0,628000000.0,-24000000.0,-24000000.0,0.0,0.0
0000070866:2020:FY,NCR,2020,641000000.0,-277000000.0,-514000000.0,-7000000.0,-277000000.0,-514000000.0,-157000000.0,-150000000.0,641000000.0,0.0,0.0,0.0,0.0
0000070866:2021:FY,NCR,2021,1145000000.0,-2826000000.0,2178000000.0,-18000000.0,-2826000000.0,2178000000.0,411000000.0,497000000.0,1077000000.0,-68000000.0,-68000000.0,0.0,0.0
0001120193:2011:FY,NDAQ,2011,669000000.0,-146000000.0,-325000000.0,-7000000.0,-146000000.0,-325000000.0,191000000.0,198000000.0,669000000.0,0.0,0.0,0.0,0.0
0001120193:2012:FY,NDAQ,2012,594000000.0,-128000000.0,-485000000.0,10000000.0,-128000000.0,-485000000.0,-9000000.0,-19000000.0,594000000.0,0.0,0.0,0.0,0.0
0001120193:2013:FY,NDAQ,2013,574000000.0,-1189000000.0,547000000.0,-4000000.0,-1189000000.0,547000000.0,-72000000.0,-68000000.0,574000000.0,0.0,0.0,0.0,0.0
0001120193:2014:FY,NDAQ,2014,687000000.0,-155000000.0,-485000000.0,-18000000.0,-155000000.0,-485000000.0,29000000.0,47000000.0,687000000.0,0.0,0.0,0.0,0.0
0001120193:2015:FY,NDAQ,2015,685000000.0,-441000000.0,-362000000.0,-8000000.0,-441000000.0,-362000000.0,-126000000.0,-118000000.0,685000000.0,0.0,0.0,0.0,0.0
0001120193:2016:FY,NDAQ,2016,722000000.0,-1657000000.0,1002000000.0,-6000000.0,-1657000000.0,1002000000.0,61000000.0,67000000.0,722000000.0,0.0,0.0,0.0,0.0
0001120193:2017:FY,NDAQ,2017,909000000.0,-890000000.0,-53000000.0,15000000.0,-890000000.0,-53000000.0,-19000000.0,-34000000.0,909000000.0,0.0,0.0,0.0,0.0
0001120193:2018:FY,NDAQ,2018,1028000000.0,196000000.0,-1027000000.0,-10000000.0,196000000.0,-1027000000.0,187000000.0,197000000.0,1028000000.0,0.0,0.0,0.0,0.0
0001120193:2019:FY,NDAQ,2019,963000000.0,-240000000.0,-937000000.0,-10000000.0,-240000000.0,-937000000.0,-224000000.0,-214000000.0,963000000.0,0.0,0.0,0.0,0.0
0001120193:2020:FY,NDAQ,2020,1252000000.0,-231000000.0,1383000000.0,16000000.0,-231000000.0,1383000000.0,2420000000.0,2404000000.0,1252000000.0,0.0,0.0,0.0,0.0
0001120193:2021:FY,NDAQ,2021,1083000000.0,-2653000000.0,1418000000.0,-331000000.0,-2653000000.0,1418000000.0,-483000000.0,-152000000.0,1083000000.0,0.0,0.0,0.0,0.0
0001275158:2013:FY,NDLS,2013,43634000.0,-54429000.0,11182000.0,0.0,-54429000.0,11182000.0,387000.0,387000.0,43634000.0,0.0,0.0,0.0,0.0
0001275158:2014:FY,NDLS,2014,49027000.0,-72060000.0,23971000.0,0.0,-72060000.0,23971000.0,938000.0,938000.0,49027000.0,0.0,0.0,0.0,0.0
0001275158:2015:FY,NDLS,2015,44506000.0,-50721000.0,6355000.0,-134000.0,-50721000.0,6355000.0,6000.0,140000.0,44506000.0,0.0,0.0,0.0,0.0
0001275158:2016:FY,NDLS,2016,24737000.0,-42757000.0,17904000.0,41000.0,-42757000.0,17904000.0,-75000.0,-116000.0,24737000.0,0.0,0.0,0.0,0.0
0001275158:2018:FY,NDLS,2018,4102000.0,-20828000.0,18265000.0,-15000.0,-20828000.0,18265000.0,1524000.0,1539000.0,4102000.0,0.0,0.0,0.0,0.0
0001275158:2019:FY,NDLS,2019,30060000.0,-18439000.0,-5817000.0,0.0,-18439000.0,-5817000.0,5804000.0,5804000.0,30060000.0,0.0,0.0,0.0,0.0
0001275158:2020:FY,NDLS,2020,9124000.0,-10945000.0,-798000.0,0.0,-10945000.0,-798000.0,-2619000.0,-2619000.0,9124000.0,0.0,0.0,0.0,0.0
0001275158:2021:FY,NDLS,2021,36165000.0,-18370000.0,-23380000.0,0.0,-18370000.0,-23380000.0,-5585000.0,-5585000.0,36165000.0,0.0,0.0,0.0,0.0
0000072331:2010:FY,NDSN,2010,140186000.0,-41324000.0,-79275000.0,3961000.0,-41324000.0,-79275000.0,23548000.0,19587000.0,140186000.0,0.0,0.0,0.0,0.0
0000072331:2011:FY,NDSN,2011,246727000.0,-305506000.0,50703000.0,3155000.0,-305506000.0,50703000.0,-4921000.0,-8076000.0,246727000.0,0.0,0.0,0.0,0.0
0000072331:2012:FY,NDSN,2012,274398000.0,-466769000.0,196817000.0,-615000.0,-466769000.0,196817000.0,3831000.0,4446000.0,274398000.0,0.0,0.0,0.0,0.0
0000072331:2013:FY,NDSN,2013,268376000.0,-220545000.0,-52426000.0,5731000.0,-220545000.0,-52426000.0,1136000.0,-4595000.0,268376000.0,0.0,0.0,0.0,0.0
0000072331:2014:FY,NDSN,2014,288155000.0,-230525000.0,-53458000.0,-4233000.0,-230525000.0,-53458000.0,-61000.0,4172000.0,288155000.0,0.0,0.0,0.0,0.0
0000072331:2015:FY,NDSN,2015,261951000.0,-138535000.0,-110978000.0,-4484000.0,-138535000.0,-110978000.0,7954000.0,12438000.0,261951000.0,0.0,0.0,0.0,0.0
0000072331:2016:FY,NDSN,2016,331158000.0,-102201000.0,-210280000.0,-1706000.0,-102201000.0,-210280000.0,16971000.0,18677000.0,331158000.0,0.0,0.0,0.0,0.0
0000072331:2017:FY,NDSN,2017,349673000.0,-877964000.0,547829000.0,3606000.0,-877964000.0,547829000.0,23144000.0,19538000.0,349673000.0,0.0,0.0,0.0,0.0
0000072331:2018:FY,NDSN,2018,504638000.0,-139918000.0,-353690000.0,-5735000.0,-139918000.0,-353690000.0,5295000.0,11030000.0,504638000.0,0.0,0.0,0.0,0.0
0000072331:2019:FY,NDSN,2019,382893000.0,-76289000.0,-251074000.0,0.0,-76289000.0,-251074000.0,55530000.0,55530000.0,382893000.0,0.0,0.0,0.0,0.0
0000072331:2020:FY,NDSN,2020,502421000.0,-194109000.0,-251529000.0,346000.0,-194109000.0,-251529000.0,57129000.0,56783000.0,502421000.0,0.0,0.0,0.0,0.0
0000072331:2021:FY,NDSN,2021,545927000.0,-33169000.0,-422913000.0,1834000.0,-33169000.0,-422913000.0,91679000.0,89845000.0,545927000.0,0.0,0.0,0.0,0.0
0000072331:2022:FY,NDSN,2022,513131000.0,-222761000.0,-416006000.0,-10879000.0,-222761000.0,-416006000.0,-136515000.0,-125636000.0,513131000.0,0.0,0.0,0.0,0.0
0001169055:2010:FY,NE,2010,1654376000.0,-2913943000.0,861945000.0,0.0,-2913943000.0,861945000.0,-397622000.0,-397622000.0,1654376000.0,0.0,0.0,0.0,0.0
0001169055:2011:FY,NE,2011,758984000.0,-2540290000.0,1682631000.0,0.0,-2540290000.0,1682631000.0,-98675000.0,-98675000.0,758984000.0,0.0,0.0,0.0,0.0
0001169055:2012:FY,NE,2012,1381693000.0,-1790888000.0,452091000.0,0.0,-1790888000.0,452091000.0,42896000.0,42896000.0,1381693000.0,0.0,0.0,0.0,0.0
0001458891:2013:FY,NE,2013,1702317000.0,-2485107000.0,615156000.0,0.0,-2485107000.0,615156000.0,-167634000.0,-167634000.0,1702317000.0,0.0,0.0,0.0,0.0
0001458891:2014:FY,NE,2014,1778208000.0,-2109268000.0,285112000.0,0.0,-2109268000.0,285112000.0,-45948000.0,-45948000.0,1778208000.0,0.0,0.0,0.0,0.0
0001458891:2015:FY,NE,2015,1762351000.0,-432537000.0,-886079000.0,0.0,-432537000.0,-886079000.0,443735000.0,443735000.0,1762351000.0,0.0,0.0,0.0,0.0
0001458891:2016:FY,NE,2016,1128282000.0,-669931000.0,-244874000.0,0.0,-669931000.0,-244874000.0,213477000.0,213477000.0,1128282000.0,0.0,0.0,0.0,0.0
0001458891:2017:FY,NE,2017,453938000.0,-155588000.0,-361243000.0,0.0,-155588000.0,-361243000.0,-62893000.0,-62893000.0,453938000.0,0.0,0.0,0.0,0.0
0001458891:2018:FY,NE,2018,171851000.0,-189377000.0,-269396000.0,0.0,-189377000.0,-269396000.0,-286922000.0,-286922000.0,171851000.0,0.0,0.0,0.0,0.0
0001458891:2019:FY,NE,2019,186771000.0,-256030000.0,-200724000.0,0.0,-256030000.0,-200724000.0,-269983000.0,-269983000.0,186771000.0,0.0,0.0,0.0,0.0
0001458891:2021:FY,NE,2021,6168000.0,193448000.0,-367935000.0,0.0,193448000.0,-367935000.0,-168319000.0,-168319000.0,6168000.0,0.0,0.0,0.0,0.0
0000037634:2011:FY,NEE,2011,4074000000.0,-5279000000.0,1280000000.0,0.0,-5279000000.0,1280000000.0,75000000.0,75000000.0,4074000000.0,0.0,0.0,0.0,0.0
0000037634:2012:FY,NEE,2012,3992000000.0,-8928000000.0,4888000000.0,0.0,-8928000000.0,4888000000.0,-48000000.0,-48000000.0,3992000000.0,0.0,0.0,0.0,0.0
0000753308:2013:FY,NEE,2013,5102000000.0,-6123000000.0,1130000000.0,0.0,-6123000000.0,1130000000.0,109000000.0,109000000.0,5102000000.0,0.0,0.0,0.0,0.0
0000753308:2014:FY,NEE,2014,5500000000.0,-6361000000.0,1000000000.0,0.0,-6361000000.0,1000000000.0,139000000.0,139000000.0,5500000000.0,0.0,0.0,0.0,0.0
0000753308:2015:FY,NEE,2015,6116000000.0,-8005000000.0,1883000000.0,0.0,-8005000000.0,1883000000.0,-6000000.0,-6000000.0,6116000000.0,0.0,0.0,0.0,0.0
0000753308:2016:FY,NEE,2016,6336000000.0,-8110000000.0,2495000000.0,0.0,-8110000000.0,2495000000.0,721000000.0,721000000.0,6336000000.0,0.0,0.0,0.0,0.0
0000753308:2017:FY,NEE,2017,6413000000.0,-8918000000.0,2933000000.0,26000000.0,-8918000000.0,2933000000.0,454000000.0,428000000.0,6413000000.0,0.0,0.0,0.0,0.0
0000753308:2018:FY,NEE,2018,6593000000.0,-10950000000.0,7634000000.0,-7000000.0,-10950000000.0,7634000000.0,3270000000.0,3277000000.0,6593000000.0,0.0,0.0,0.0,0.0
0000753308:2019:FY,NEE,2019,8155000000.0,-16177000000.0,3873000000.0,4000000.0,-16177000000.0,3873000000.0,-4145000000.0,-4149000000.0,8155000000.0,0.0,0.0,0.0,0.0
0000753308:2020:FY,NEE,2020,7983000000.0,-13699000000.0,6174000000.0,-20000000.0,-13699000000.0,6174000000.0,438000000.0,458000000.0,7983000000.0,0.0,0.0,0.0,0.0
0000753308:2021:FY,NEE,2021,7553000000.0,-13591000000.0,5807000000.0,1000000.0,-13591000000.0,5807000000.0,-230000000.0,-231000000.0,7553000000.0,0.0,0.0,0.0,0.0
0001164727:2009:FY,NEM,2009,2914000000.0,-2781000000.0,2570000000.0,44000000.0,-2781000000.0,2572000000.0,2780000000.0,2705000000.0,2947000000.0,33000000.0,31000000.0,0.0,-2000000.0
0001164727:2011:FY,NEM,2011,3591000000.0,-5067000000.0,-854000000.0,41000000.0,-5067000000.0,-854000000.0,-2296000000.0,-2330000000.0,3584000000.0,-7000000.0,-7000000.0,0.0,0.0
0001164727:2012:FY,NEM,2012,2388000000.0,-3264000000.0,689000000.0,4000000.0,-3264000000.0,689000000.0,-199000000.0,-187000000.0,2372000000.0,-16000000.0,-16000000.0,0.0,0.0
0001164727:2013:FY,NEM,2013,1561000000.0,-1313000000.0,-212000000.0,-24000000.0,-1313000000.0,-212000000.0,-6000000.0,36000000.0,1543000000.0,-18000000.0,-18000000.0,0.0,0.0
0001164727:2014:FY,NEM,2014,1451000000.0,-507000000.0,-65000000.0,-18000000.0,-507000000.0,-65000000.0,848000000.0,879000000.0,1438000000.0,-13000000.0,-13000000.0,0.0,0.0
0001164727:2015:FY,NEM,2015,2157000000.0,-2041000000.0,296000000.0,-21000000.0,-2041000000.0,296000000.0,379000000.0,412000000.0,2145000000.0,-12000000.0,-12000000.0,0.0,0.0
0001164727:2016:FY,NEM,2016,1917000000.0,-34000000.0,-1801000000.0,1000000.0,-80000000.0,-1480000000.0,906000000.0,403000000.0,2786000000.0,869000000.0,502000000.0,-46000000.0,-321000000.0
0001164727:2017:FY,NEM,2017,2350000000.0,-961000000.0,-864000000.0,0.0,-961000000.0,-864000000.0,510000000.0,525000000.0,2335000000.0,-15000000.0,-15000000.0,0.0,0.0
0001164727:2018:FY,NEM,2018,1837000000.0,-1177000000.0,-455000000.0,0.0,-1177000000.0,-455000000.0,195000000.0,205000000.0,1827000000.0,-10000000.0,-10000000.0,0.0,0.0
0001164727:2019:FY,NEM,2019,2876000000.0,-1226000000.0,-2777000000.0,0.0,-1226000000.0,-2777000000.0,-1137000000.0,-1127000000.0,2866000000.0,-10000000.0,-10000000.0,0.0,0.0
0001164727:2020:FY,NEM,2020,4890000000.0,166000000.0,-1680000000.0,0.0,91000000.0,-1680000000.0,3293000000.0,3376000000.0,4882000000.0,-8000000.0,-83000000.0,-75000000.0,0.0
0001164727:2021:FY,NEM,2021,4266000000.0,-1868000000.0,-2958000000.0,0.0,-1868000000.0,-2958000000.0,-547000000.0,-560000000.0,4279000000.0,13000000.0,13000000.0,0.0,0.0
0001077183:2012:FY,NEO,2012,-492000.0,-3652000.0,3384000.0,0.0,-3652000.0,3384000.0,-760000.0,-760000.0,-492000.0,0.0,0.0,0.0,0.0
0001077183:2013:FY,NEO,2013,2227000.0,-2011000.0,2750000.0,0.0,-2011000.0,2750000.0,2966000.0,2966000.0,2227000.0,0.0,0.0,0.0,0.0
0001077183:2014:FY,NEO,2014,9450000.0,-9602000.0,29007000.0,0.0,-9602000.0,29007000.0,28855000.0,28855000.0,9450000.0,0.0,0.0,0.0,0.0
0001077183:2015:FY,NEO,2015,6393000.0,-75155000.0,58493000.0,0.0,-75155000.0,58493000.0,-10269000.0,-10269000.0,6393000.0,0.0,0.0,0.0,0.0
0001077183:2016:FY,NEO,2016,21477000.0,-6501000.0,-25871000.0,0.0,-6501000.0,-25871000.0,-10895000.0,-10895000.0,21477000.0,0.0,0.0,0.0,0.0
0001077183:2017:FY,NEO,2017,18037000.0,-13690000.0,-4095000.0,44000.0,-13690000.0,-4095000.0,296000.0,252000.0,18037000.0,0.0,0.0,0.0,0.0
0001077183:2018:FY,NEO,2018,44786000.0,-139687000.0,91959000.0,-68000.0,-139687000.0,91959000.0,-3010000.0,-2942000.0,44786000.0,0.0,0.0,0.0,0.0
0001077183:2019:FY,NEO,2019,23369000.0,-19630000.0,159466000.0,0.0,-19630000.0,159466000.0,163205000.0,163205000.0,23369000.0,0.0,0.0,0.0,0.0
0001077183:2020:FY,NEO,2020,1460000.0,-159441000.0,235597000.0,0.0,-159441000.0,235597000.0,77616000.0,77616000.0,1460000.0,0.0,0.0,0.0,0.0
0001077183:2021:FY,NEO,2021,-26723000.0,-632367000.0,725285000.0,0.0,-632367000.0,725285000.0,66195000.0,66195000.0,-26723000.0,0.0,0.0,0.0,0.0
0000711377:2012:FY,NEOG,2012,22277000.0,-15785000.0,6876000.0,-167000.0,-15785000.0,6876000.0,13201000.0,13368000.0,22277000.0,0.0,0.0,0.0,0.0
0000711377:2013:FY,NEOG,2013,26561000.0,-37952000.0,12491000.0,-113000.0,-37952000.0,12491000.0,987000.0,1100000.0,26561000.0,0.0,0.0,0.0,0.0
0000711377:2014:FY,NEOG,2014,21668000.0,-51292000.0,19608000.0,659000.0,-51292000.0,19608000.0,-9357000.0,-10016000.0,21668000.0,0.0,0.0,0.0,0.0
0000711377:2015:FY,NEOG,2015,43792000.0,-28455000.0,11033000.0,-984000.0,-28455000.0,11033000.0,25386000.0,26370000.0,43792000.0,0.0,0.0,0.0,0.0
0000711377:2016:FY,NEOG,2016,35331000.0,-61149000.0,15308000.0,-294000.0,-61149000.0,15308000.0,-10804000.0,-10510000.0,35331000.0,0.0,0.0,0.0,0.0
0000711377:2017:FY,NEOG,2017,60274000.0,-62136000.0,25070000.0,-898000.0,-62136000.0,25070000.0,22310000.0,23208000.0,60274000.0,0.0,0.0,0.0,0.0
0000711377:2018:FY,NEOG,2018,69131000.0,-83082000.0,22838000.0,-3380000.0,-83082000.0,22838000.0,5507000.0,8887000.0,69131000.0,0.0,0.0,0.0,0.0
0000711377:2019:FY,NEOG,2019,63842000.0,-119148000.0,13899000.0,21000.0,-119148000.0,13899000.0,-41386000.0,-41407000.0,63842000.0,0.0,0.0,0.0,0.0
0000711377:2020:FY,NEOG,2020,85878000.0,-88785000.0,29405000.0,-1917000.0,-88785000.0,29405000.0,24581000.0,26498000.0,85878000.0,0.0,0.0,0.0,0.0
0000711377:2021:FY,NEOG,2021,81089000.0,-105564000.0,33544000.0,264000.0,-105564000.0,33544000.0,9333000.0,9069000.0,81089000.0,0.0,0.0,0.0,0.0
0000711377:2022:FY,NEOG,2022,68038000.0,-97229000.0,6813000.0,0.0,-97229000.0,6813000.0,-22378000.0,-22378000.0,68038000.0,0.0,0.0,0.0,0.0
0001698514:2017:FY,NESR,2017,-865000.0,-229217000.0,230823096.0,0.0,-229217000.0,230823096.0,741096.0,741096.0,-865000.0,0.0,0.0,0.0,0.0
